brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews
Acer,Travelmate,Intel,Core i3,11th,8,Ddr4,256,1024,Windows,64,0,Casual,0,No,No,40990.0,60000,31,4.2,38,2
Dell,Inspiron,Intel,Core i3,11th,8,Ddr4,256,1024,Windows,64,0,Thinnlight,1,No,No,48990.0,59990,18,4.1,724,92
Dell,Vostro,Intel,Core i3,11th,4,Ddr4,256,1024,Windows,64,0,Thinnlight,1,No,Yes,43590.0,59781,27,0.0,0,0
Dell,Inspiron,Intel,Core i3,10th,4,Ddr4,256,1024,Windows,64,0,Casual,1,No,No,44690.0,60122,25,4.3,9,0
Asus,Expertbook,Intel,Core i3,10th,4,Ddr4,256,1024,Windows,64,0,Casual,0,No,No,40990.0,51990,21,0.0,0,0
Dell,Vostro,Intel,Core i3,11th,4,Ddr4,256,1024,Windows,64,0,Thinnlight,1,No,Yes,43990.0,56743,22,0.0,0,0
Dell,Vostro,Intel,Core i3,11th,4,Ddr4,256,1024,Windows,64,0,Thinnlight,1,No,Yes,43590.0,57863,24,0.0,0,0
Dell,Vostro,Intel,Core i3,10th,4,Ddr4,256,1024,Windows,64,0,Thinnlight,1,No,Yes,41390.0,51976,20,4.2,56,7
Dell,Vostro,Intel,Core i3,10th,4,Ddr4,256,1024,Windows,64,0,Thinnlight,1,No,Yes,44290.0,57858,23,0.0,0,0
Dell,Inspiron,Intel,Core i3,11th,4,Ddr4,256,1024,Windows,64,0,Casual,1,No,No,48999.0,57095,14,0.0,0,0
Dell,Vostro,Intel,Core i3,11th,4,Ddr4,256,1024,Windows,64,0,Thinnlight,1,No,Yes,39990.0,45810,12,3.9,170,11
Dell,Unknown,Intel,Core i3,10th,8,Ddr4,256,1024,Windows,64,0,Thinnlight,0,No,No,46390.0,59101,21,2.9,95,5
Asus,Chromebook,Intel,Celeron dual,Unknown,4,Lpddr4,0,512,Windows,64,0,Casual,0,No,No,18990.0,22990,17,3.6,197,25
Asus,Chromebook,Intel,Celeron dual,Unknown,4,Lpddr4,0,512,Windows,32,0,Casual,0,No,No,17990.0,21990,18,3.6,1180,148
Hp,14a,Intel,Celeron dual,Unknown,4,Ddr4,0,512,Windows,64,0,Casual,0,No,No,26470.0,31532,16,3.6,232,23
Hp,Chromebook,Intel,Celeron dual,Unknown,4,Ddr4,0,512,Windows,64,0,Casual,0,No,No,27990.0,31532,11,3.8,596,65
Lenovo,Celeron,Intel,Celeron dual,Unknown,4,Ddr4,0,1024,Windows,32,0,Casual,0,No,No,29999.0,37400,19,3.3,19,1
Lenovo,Ideapad,Intel,Celeron dual,Unknown,4,Lpddr4x,0,512,Windows,64,0,Casual,0,No,No,25990.0,40490,35,3.7,84,16
Lenovo,Ideapad,Intel,Celeron dual,Unknown,4,Lpddr4,0,512,Windows,32,0,Casual,0,No,No,16990.0,24840,31,3.4,414,54
Lenovo,Ideapad,Intel,Celeron dual,Unknown,4,Lpddr4,0,512,Windows,32,0,Casual,0,No,No,24990.0,34890,28,2.8,70,16
Acer,Predator,Intel,Core,Unknown,4,Ddr4,0,512,Windows,32,0,Casual,0,No,No,99990.0,149999,33,4.5,1336,186
Acer,Aspire,Intel,Core i5,Unknown,8,Ddr5,0,512,Windows,32,4,Casual,0,No,No,50990.0,89999,43,4.4,10966,1185
Acer,Spin,Intel,Core i5,Unknown,8,Lpddr4,0,512,Windows,32,0,Casual,1,No,No,119990.0,124900,3,4.0,1,1
Acer,Swift,Intel,Core i5,10th,8,Lpddr4,0,512,Dos,32,0,Casual,0,No,No,94190.0,124999,24,4.3,31,6
Asus,Rog,Intel,Core i5,10th,8,Lpddr4,0,512,Dos,32,4,Casual,0,No,No,106167.0,120990,12,4.5,1881,241
Dell,Unknown,Intel,Core i5,10th,8,Lpddr4,0,512,Dos,32,4,Casual,1,No,No,68090.0,69500,2,1.6,23,4
Dell,Xps,Intel,Core i5,10th,8,Lpddr4,0,512,Dos,32,0,Thinnlight,1,No,No,139990.0,155720,10,0.0,0,0
Hp,15s,Intel,Core i5,10th,8,Lpddr4,0,512,Dos,32,0,Thinnlight,0,No,No,55990.0,63179,11,4.0,818,109
Hp,Omen,Intel,Core i5,10th,8,Lpddr4,0,512,Dos,32,4,Casual,0,No,No,102551.0,0,0,0.0,0,0
Lenovo,Ideapad,Intel,Core i5,10th,8,Lpddr4,0,512,Dos,32,0,Casual,0,No,No,72990.0,90000,18,4.2,204,19
Lenovo,Ideapad,Intel,Core i5,10th,8,Lpddr4,0,512,Dos,32,2,Casual,0,No,No,46990.0,62290,24,4.2,4428,569
Microsoft,Surface,Intel,Core i5,10th,8,Lpddr4x,128,0,Windows,64,0,Casual,0,Yes,No,100190.0,104999,4,4.4,56,8
Smartron,T.book,Intel,Core i5,7th,8,Ddr3,128,0,Windows,64,0,Casual,0,Yes,No,52990.0,55999,5,3.5,30,9
Microsoft,Surface,Intel,Core i5,8th,8,Ddr3,128,0,Windows,64,0,Casual,0,Yes,No,91999.0,0,0,4.5,49,8
Smartron,T.book,Intel,Core i5,7th,4,Ddr3,128,0,Windows,64,0,Casual,0,Yes,No,52990.0,55999,5,3.9,28,4
Hp,Pavilion,Intel,Core i5,8th,8,Ddr4,128,0,Windows,64,0,Thinnlight,1,No,No,76012.0,0,0,4.3,129,16
Lenovo,Ideapad,Intel,Core i5,11th,8,Ddr4,256,0,Windows,64,0,Casual,2,No,Yes,49490.0,75390,34,4.3,365,35
Lenovo,Yoga,Intel,Core i5,10th,8,Lpddr4,0,512,Dos,32,0,Casual,0,No,No,102990.0,139890,26,4.6,79,14
Acer,Swift,Intel,Core i5,7th,8,Ddr3,256,0,Windows,64,0,Thinnlight,1,No,Yes,86867.0,99999,13,4.4,39,3
Lg,Gram,Intel,Core i5,10th,8,Ddr4,256,0,Windows,64,0,Casual,0,No,No,76990.0,104000,25,4.5,15,7
Lg,Gram,Intel,Core i5,11th,8,Ddr4,256,0,Windows,64,0,Thinnlight,0,No,No,76990.0,106000,27,0.0,0,0
Asus,Vivobook,Intel,Core i5,11th,8,Ddr4,256,0,Windows,64,0,Thinnlight,1,No,No,48990.0,58990,16,0.0,0,0
Lg,Gram,Intel,Core i5,10th,8,Ddr4,256,0,Windows,64,0,Casual,0,No,No,62990.0,99000,36,4.6,68,20
Dell,Inspiron,Intel,Core i5,11th,8,Ddr4,256,0,Windows,64,0,Thinnlight,0,No,No,55990.0,71578,21,3.3,3,0
Acer,Swift,Intel,Core i5,8th,8,Ddr3,256,0,Windows,64,0,Thinnlight,1,Yes,Yes,81998.0,82799,0,4.0,14,3
Hp,Spectre,Intel,Core i5,8th,8,Ddr4,256,0,Windows,64,0,Casual,1,Yes,Yes,136590.0,151133,9,0.0,0,0
Acer,Swift,Intel,Core i5,8th,8,Ddr4,256,0,Windows,64,0,Thinnlight,1,No,No,59490.0,65546,9,3.5,33,7
Asus,Vivobook14,Intel,Core i5,11th,8,Ddr4,256,0,Windows,64,0,Thinnlight,1,No,No,49800.0,66990,25,0.0,0,0
Lenovo,Ideapad,Intel,Core i5,11th,8,Ddr4,256,0,Windows,64,0,Casual,1,No,Yes,61999.0,68999,10,2.8,4,0
Hp,Unknown,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,0,No,No,54990.0,70171,21,4.2,116,15
Hp,Unknown,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,No,53990.0,70171,23,4.1,206,17
Lenovo,Ideapad,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Casual,2,No,Yes,52990.0,74390,28,4.2,300,24
Hp,Pavilion,Intel,Core i5,11th,16,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,67990.0,78294,13,4.5,108,6
Asus,Tuf,Intel,Core i5,10th,8,Ddr4,512,0,Windows,64,4,Gaming,1,No,No,57990.0,81990,29,4.5,3712,412
Lenovo,Ideapad,Intel,Core i5,11th,16,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,62300.0,101390,38,4.4,825,95
Realme,Book(slim),Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Casual,1,No,Yes,52990.0,69999,24,4.4,3470,505
Lenovo,Unknown,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,No,52990.0,84890,37,0.0,0,0
Lenovo,Ideapad,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,2,No,Yes,51990.0,88990,41,4.2,85,4
Lenovo,Ideapad,Intel,Core i5,11th,16,Ddr4,512,0,Windows,64,0,Thinnlight,0,No,No,61990.0,97890,36,4.2,56,7
Redmibook,Pro,Intel,Core i5,11th,8,Ddr4,512,0,Windows,32,0,Thinnlight,1,No,No,48990.0,59990,18,4.2,1708,242
Asus,Vivobook,Intel,Core i5,11th,8,Lpddr4x,512,0,Windows,32,0,Casual,1,Yes,Yes,63990.0,82990,22,4.6,10,1
Lenovo,Thinkpad,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Casual,1,No,Yes,65990.0,78109,15,4.6,17,4
Nokia,Purebook,Intel,Core i5,10th,8,Ddr4,512,0,Windows,64,0,Thinnlight,0,No,No,47990.0,90000,46,4.4,1119,242
Acer,Aspire,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,No,52990.0,75999,30,4.2,155,20
Lenovo,Ideapad,Intel,Core i5,10th,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,No,49990.0,79690,37,0.0,0,0
Asus,Asus,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,4,Gaming,0,No,No,71990.0,115990,37,4.4,91,17
Asus,Vivobook,Intel,Core i5,10th,8,Ddr4,512,0,Windows,64,0,Casual,1,No,No,47990.0,62990,23,4.0,35,2
Nokia,Purebook,Intel,Core i5,10th,8,Ddr4,512,0,Windows,64,0,Thinnlight,0,No,No,45990.0,74990,38,4.7,6,1
Lenovo,Ideapad,Intel,Core i5,10th,8,Ddr4,512,0,Windows,32,0,Thinnlight,2,No,Yes,48490.0,64290,24,4.3,126,13
Asus,Asus,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,4,Gaming,0,No,No,72990.0,105990,31,4.5,74,10
Msi,Katana,Intel,Core i5,11th,16,Ddr4,512,0,Windows,64,4,Casual,2,No,No,76990.0,106990,28,4.6,75,17
Asus,Tuf,Intel,Core i5,11th,16,Ddr4,512,0,Windows,64,6,Gaming,1,No,Yes,89990.0,129990,30,4.6,124,17
Msi,Gf63,Intel,Core i5,10th,8,Ddr4,512,0,Windows,64,4,Casual,2,No,No,59990.0,83990,28,4.5,1597,228
Asus,Tuf,Intel,Core i5,10th,8,Ddr4,512,0,Windows,64,4,Gaming,1,No,Yes,65990.0,89990,26,4.4,3850,378
Dell,Inspiron,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Casual,0,Yes,No,71990.0,94201,23,4.7,7,1
Dell,Inspiron,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Casual,0,Yes,No,71890.0,92549,22,4.3,3,0
Lenovo,Ideapad,Intel,Core i5,11th,16,Ddr4,512,0,Windows,64,0,Thinnlight,0,No,No,64990.0,97890,33,0.0,0,0
Asus,Vivobook,Intel,Core i5,11th,16,Ddr4,512,0,Windows,64,0,Casual,1,No,No,65990.0,90990,27,0.0,0,0
Hp,Unknown,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,0,No,No,55999.0,66050,15,4.8,5,1
Asus,Vivobook,Intel,Core i5,11th,16,Ddr4,512,0,Windows,64,4,Casual,1,No,No,73490.0,110990,33,4.5,213,45
Hp,Pavilion,Intel,Core i5,11th,16,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,74490.0,85359,12,4.3,10,0
Hp,Pavilion,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,58340.0,74839,22,4.0,69,6
Acer,Aspire,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,No,55999.0,75999,26,4.5,6,0
Dell,Inspiron,Intel,Core i5,11th,16,Ddr4,512,0,Windows,64,0,Thinnlight,0,No,No,67990.0,89849,24,4.4,93,9
Asus,Vivobook,Intel,Core i5,11th,16,Ddr4,512,0,Windows,64,0,Casual,1,No,No,59990.0,80990,25,4.5,11,2
Asus,Tuf,Intel,Core i5,11th,16,Ddr4,512,0,Windows,64,6,Casual,1,No,Yes,82990.0,104990,20,4.4,262,31
Dell,Vostro,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,2,Casual,1,No,Yes,64190.0,85391,24,0.0,0,0
Dell,Unknown,Intel,Core i5,11th,16,Ddr4,512,0,Windows,64,0,Thinnlight,0,No,No,70090.0,89395,21,4.0,5,1
Realme,Book(slim),Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Casual,1,No,Yes,60999.0,69999,12,4.4,3470,505
Asus,Unknown,Intel,Core i5,10th,8,Ddr4,512,0,Windows,64,2,Thinnlight,1,No,No,49990.0,64990,23,4.1,45,3
Msi,Unknown,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,0,No,No,55490.0,66990,17,3.9,8,1
Hp,Spectre,Intel,Core i5,11th,8,Lpddr4x,512,0,Windows,64,0,Casual,0,Yes,No,97990.0,114749,14,5.0,3,1
Asus,Vivobook,Intel,Core i5,9th,8,Ddr4,512,0,Windows,64,4,Gaming,1,No,Yes,54990.0,76990,28,4.4,1681,227
Lenovo,Thinkbook,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,59990.0,115167,47,4.3,37,2
Lenovo,Ideapad,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,53990.0,79890,32,4.2,61,2
Hp,Pavilion,Intel,Core i5,11th,16,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,66999.0,79445,15,4.4,17,1
Acer,Intel,Intel,Core i5,11th,8,Lpddr4x,512,0,Windows,64,0,Thinnlight,1,No,Yes,60990.0,89999,32,4.4,17,1
Asus,Unknown,Intel,Core i5,10th,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,47990.0,62990,23,4.3,1625,152
Hp,Unknown,Intel,Core i5,11th,8,Ddr4,512,0,Windows,32,0,Thinnlight,1,No,Yes,59999.0,81684,26,4.0,4,1
Dell,G15,Intel,Core i5,10th,16,Ddr4,512,0,Windows,64,4,Casual,1,No,No,79990.0,103102,22,0.0,0,0
Asus,Tuf,Intel,Core i5,10th,8,Ddr4,512,0,Windows,64,4,Gaming,1,No,No,63990.0,74990,14,0.0,0,0
Hp,Pavilion,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,63990.0,77327,17,4.7,17,1
Asus,Vivobook,Intel,Core i5,11th,16,Ddr4,512,0,Windows,64,0,Casual,1,No,No,59990.0,80990,25,0.0,0,0
Lenovo,Ideapad,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,No,55990.0,89790,37,0.0,0,0
Hp,Pavilion,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,63990.0,75023,14,4.7,3,0
Dell,Vostro,Intel,Core i5,11th,16,Ddr4,512,0,Windows,64,2,Casual,1,No,Yes,69490.0,92552,24,0.0,0,0
Dell,Inspiron,Intel,Core i5,11th,16,Ddr4,512,0,Windows,64,0,Casual,1,Yes,Yes,89390.0,109353,18,0.0,0,0
Asus,Zenbook,Intel,Core i5,11th,8,Lpddr4x,512,0,Windows,64,0,Thinnlight,0,No,No,74990.0,86990,13,0.0,0,0
Lenovo,Thinkbook,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Casual,3,Yes,Yes,64990.0,151557,57,4.0,48,12
Lenovo,Legion,Intel,Core i5,10th,8,Ddr4,512,0,Windows,64,4,Casual,1,No,Yes,66490.0,93690,29,4.4,282,36
Dell,Inspiron,Intel,Core i5,11th,16,Ddr4,512,0,Windows,64,2,Casual,1,No,Yes,89702.0,0,0,0.0,0,0
Lenovo,Ideapad,Intel,Core i5,11th,16,Ddr4,512,0,Windows,64,2,Casual,1,No,Yes,70990.0,104890,32,4.2,67,4
Infinix,Inbook,Intel,Core i5,10th,8,Lpddr4x,512,0,Windows,64,0,Thinnlight,0,No,No,42490.0,59999,29,4.1,383,65
Asus,Vivobook,Intel,Core i5,11th,16,Ddr4,512,0,Windows,64,0,Casual,1,Yes,Yes,58990.0,85990,31,0.0,0,0
Lenovo,Ideapad,Intel,Core i5,10th,8,Ddr4,512,0,Windows,64,2,Casual,1,No,Yes,57500.0,86720,33,0.0,0,0
Dell,Inspiron,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,2,Casual,1,Yes,Yes,79990.0,97946,18,4.6,23,2
Msi,Modern,Intel,Core i5,10th,8,Ddr4,512,0,Windows,64,0,Casual,0,No,No,56541.0,61990,8,4.4,677,87
Asus,Unknown,Intel,Core i5,11th,16,Ddr4,512,0,Windows,64,0,Thinnlight,0,No,No,59990.0,82990,27,3.3,3,0
Lenovo,Thinkbook,Intel,Core i5,11th,16,Ddr4,512,0,Windows,64,0,Casual,1,No,Yes,64990.0,120708,46,4.4,46,4
Dell,Unknown,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,No,61290.0,73774,16,3.0,4,1
Lenovo,Unknown,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,54990.0,66470,17,4.2,9,1
Lenovo,Thinkbook,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Casual,1,No,Yes,59990.0,112608,46,4.4,26,4
Asus,Asus,Intel,Core i5,11th,8,Ddr4,512,0,Windows,32,6,Casual,1,No,No,84990.0,129990,34,5.0,5,0
Hp,Pavilion,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,72500.0,80900,10,4.4,40,3
Lenovo,Ideapad,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,4,Gaming,0,No,No,59990.0,93690,35,3.9,44,6
Lenovo,Yoga,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Casual,1,Yes,Yes,87990.0,125890,30,4.7,28,6
Hp,14s,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,0,No,No,57990.0,63179,8,4.3,1541,123
Dell,Inspiron,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,69490.0,69736,0,4.2,72,7
Lenovo,Thinkbook,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Casual,3,Yes,Yes,68990.0,159180,56,4.6,44,8
Lenovo,Unknown,Intel,Core i5,11th,8,Ddr4,512,0,Windows,32,0,Casual,1,No,Yes,77990.0,80366,2,4.3,17,2
Asus,Zenbook,Intel,Core i5,11th,8,Lpddr4x,512,0,Windows,64,0,Casual,1,Yes,No,105990.0,140990,24,4.4,59,11
Msi,Prestige,Intel,Core i5,11th,8,Lpddr4x,512,0,Windows,64,0,Casual,1,No,No,79990.0,95990,16,0.0,0,0
Dell,Vostro,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,55490.0,80711,31,4.1,337,27
Lenovo,Ideapad,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,69990.0,104890,33,4.6,10,2
Asus,Zenbook,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Casual,1,Yes,Yes,84990.0,116990,27,4.2,10,2
Dell,Inspiron,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,0,No,No,59990.0,76143,21,3.8,31,7
Dell,Xps,Intel,Core i5,10th,8,Lpddr4x,512,0,Windows,64,0,Thinnlight,1,No,Yes,111890.0,154446,27,0.0,0,0
Dell,Inspiron,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,2,Casual,1,No,No,65990.0,88037,25,4.3,10,0
Asus,Zenbook,Intel,Core i5,11th,8,Lpddr4x,512,0,Windows,32,0,Casual,1,No,Yes,72990.0,90990,19,4.7,76,14
Dell,Inspiron,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,71090.0,89849,20,4.1,44,6
Msi,Katana,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,4,Casual,2,No,No,74990.0,95990,21,0.0,0,0
Asus,Zenbook,Intel,Core i5,10th,8,Lpddr3,512,0,Windows,64,0,Casual,1,No,Yes,79990.0,98990,19,4.4,11,3
Msi,Modern,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Casual,1,No,No,55490.0,67990,18,4.3,138,16
Dell,Vostro,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,2,Thinnlight,1,No,Yes,66490.0,87168,23,4.1,199,17
Asus,Vivobook,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Casual,1,No,Yes,53400.0,69500,23,4.1,46,6
Dell,Inspiron,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Casual,1,Yes,Yes,74500.0,78990,5,4.4,45,5
Dell,Xps,Intel,Core i5,11th,8,Lpddr4x,512,0,Windows,64,0,Thinnlight,1,No,Yes,114990.0,115729,0,0.0,0,0
Dell,Vostro,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,2,Thinnlight,0,No,No,61990.0,68859,9,4.1,35,4
Apple,Macbook,Intel,Core i5,10th,8,Lpddr4x,512,0,Mac,64,0,Casual,1,No,No,159990.0,174900,8,4.4,32,5
Apple,Macbook,Intel,Core i5,8th,8,Ddr3,512,0,Mac,64,0,Casual,1,No,No,172090.0,179900,4,4.2,108,13
Msi,Sword,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,4,Casual,0,No,No,74990.0,95990,21,0.0,0,0
Msi,Modern,Intel,Core i5,10th,8,Ddr4,512,0,Windows,64,0,Casual,1,No,No,56490.0,57240,1,4.5,814,112
Lenovo,Thinkpad,Intel,Core i5,10th,8,Ddr4,512,0,Windows,64,0,Thinnlight,3,No,No,147000.0,0,0,0.0,0,0
Lenovo,Ideapad,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,55990.0,65438,14,4.2,75,9
Hp,Pavilion,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,4,Gaming,1,No,Yes,77990.0,93565,16,0.0,0,0
Hp,Envy,Intel,Core i5,10th,8,Ddr4,512,0,Windows,64,4,Casual,1,No,Yes,106490.0,138366,23,4.7,3,0
Lenovo,Ideapad,Intel,Core i5,11th,8,Ddr4,512,0,Windows,32,2,Casual,1,No,Yes,70990.0,113290,37,4.6,11,3
Lenovo,Thinkpad,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Casual,1,No,Yes,64990.0,77487,16,4.4,125,11
Acer,Aspire,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Casual,1,No,No,57990.0,65000,10,0.0,0,0
Asus,Tuf,Intel,Core i5,10th,8,Ddr4,512,0,Windows,64,4,Gaming,1,No,No,64990.0,81990,20,4.5,4,0
Msi,Modern,Intel,Core i5,10th,8,Ddr4,512,0,Windows,64,0,Casual,1,No,No,54990.0,61990,11,4.4,714,147
Vaio,Se,Intel,Core i5,8th,8,Ddr4,512,0,Windows,64,0,Thinnlight,2,No,Yes,62890.0,84690,25,4.0,85,14
Hp,Spectre,Intel,Core i5,11th,8,Lpddr4x,512,0,Windows,64,0,Casual,0,Yes,No,111999.0,146194,23,0.0,0,0
Lenovo,Yoga,Intel,Core i5,10th,8,Lpddr4x,512,0,Windows,64,2,Casual,1,No,Yes,70798.0,101090,29,4.0,21,3
Lenovo,Legion,Intel,Core i5,9th,8,Ddr4,512,0,Windows,64,4,Casual,0,No,No,59990.0,84990,29,3.8,9,1
Acer,Conceptd,Intel,Core i5,8th,8,Ddr4,512,0,Windows,64,4,Casual,1,No,No,99500.0,119999,17,0.0,0,0
Hp,14s,Intel,Core i5,10th,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,55990.0,77996,28,4.2,30,4
Asus,Zenbook,Intel,Core i5,8th,8,Lpddr3,512,0,Windows,64,0,Thinnlight,1,No,No,72990.0,90990,19,4.2,44,4
Acer,Swift,Intel,Core i5,8th,8,Ddr3,512,0,Windows,64,0,Thinnlight,1,No,No,64990.0,87999,26,3.8,4,1
Asus,Unknown,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,0,No,No,57990.0,70990,18,0.0,0,0
Hp,Hp,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,2,Casual,1,Yes,Yes,76990.0,99203,22,4.4,14,2
Lenovo,Ideapad,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Casual,2,No,Yes,62998.0,79890,21,4.3,739,71
Dell,Inspiron,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Casual,1,Yes,Yes,77990.0,98200,20,4.5,31,5
Hp,Spectre,Intel,Core i5,10th,8,Ddr4,512,0,Windows,64,0,Casual,1,Yes,Yes,114990.0,122803,6,4.4,145,19
Dell,Dell,Intel,Core i5,10th,8,Ddr4,512,0,Windows,64,2,Casual,1,No,Yes,65990.0,75800,12,0.0,0,0
Dell,Inspiron,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,2,Casual,1,No,Yes,88990.0,90605,1,3.8,19,2
Lenovo,X390,Intel,Core i5,10th,8,Ddr4,512,0,Windows,64,0,Casual,0,No,No,113590.0,120000,5,0.0,0,0
Mi,Notebook,Intel,Core i5,10th,8,Ddr4,512,0,Windows,64,2,Casual,1,No,No,54990.0,59999,8,4.3,545,74
Asus,Vivobook,Intel,Core i5,11th,8,Lpddr4x,512,0,Windows,64,0,Casual,1,Yes,Yes,73990.0,84990,12,4.2,32,6
Lg,Gram,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,0,No,No,86990.0,130000,33,0.0,0,0
Hp,Unknown,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,61000.0,68000,10,4.3,1124,100
Asus,Zenbook,Intel,Core i5,11th,8,Lpddr4x,512,0,Windows,64,0,Casual,1,Yes,No,99990.0,122990,18,4.9,35,6
Lenovo,Thinkpad,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,67990.0,76915,11,4.8,9,0
Dell,Inspiron,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Casual,1,Yes,Yes,70799.0,89564,20,4.7,98,6
Lenovo,Thinkpad,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,65990.0,75879,13,4.1,31,2
Asus,Vivobook,Intel,Core i5,8th,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,No,53690.0,58990,8,4.4,19,3
Msi,Modern,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,No,55990.0,67990,17,0.0,0,0
Asus,Vivobook,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,0,Casual,1,No,Yes,53190.0,69990,24,4.5,11,0
Lenovo,Ideapad,Intel,Core i5,10th,8,Ddr4,512,0,Windows,32,2,Casual,2,No,Yes,58999.0,65999,10,4.4,45,3
Dell,Inspiron,Intel,Core i5,11th,8,Ddr4,512,0,Windows,64,2,Thinnlight,3,No,No,71990.0,86000,16,0.0,0,0
